Order Date,Order ID,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Sales_Normalized
2016-06-11,CA-2016-105312,2016-09-11,First Class,MT-17815,Consumer,United States,Scottsdale,Arizona,85254.0,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08,0.0003728129099784827
2016-06-11,CA-2016-105312,2016-09-11,First Class,MT-17815,Consumer,United States,Scottsdale,Arizona,85254.0,West,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,4.401,0.0002197218943695993
2016-06-12,CA-2016-143490,,Standard Class,NP-18325,Consumer,United States,San Diego,California,92105.0,West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,219.184,0.0124934612021422
2016-06-12,US-2016-127040,2016-10-12,Standard Class,SG-20605,Consumer,United States,New York City,New York,10009.0,East,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",113.92,0.0064781671868180115
2016-06-12,US-2016-114741,2016-10-12,Standard Class,IL-15100,Consumer,United States,North Las Vegas,Nevada,89031.0,West,OFF-LA-10004853,Office Supplies,Labels,Avery 483,14.94,0.0008219713208354529
2016-06-12,CA-2016-166338,2016-07-12,First Class,MP-18175,Home Office,United States,Troy,Ohio,45373.0,East,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,14.832,0.0008157996785488687
2016-06-12,US-2016-127040,2016-10-12,Standard Class,SG-20605,Consumer,United States,New York City,New York,10009.0,East,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),1619.91,0.09253771873471732
2016-06-12,CA-2016-131884,2016-06-12,Same Day,DK-13375,Consumer,United States,Marion,Ohio,43302.0,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,70.686,0.004007567347760728
2016-06-12,CA-2016-131884,2016-06-12,Same Day,DK-13375,Consumer,United States,Marion,Ohio,43302.0,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,37.376,0.0021040728610373593
2016-06-12,CA-2016-136700,2016-11-12,Second Class,DB-13120,Corporate,United States,Santa Barbara,California,93101.0,West,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,8.96,0.00048024520163383953
2016-06-12,CA-2016-131884,2016-06-12,Same Day,DK-13375,Consumer,United States,Marion,Ohio,43302.0,East,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,485.94,0.02773718907066153
2016-06-12,CA-2016-144806,2016-11-12,Standard Class,GH-14425,Consumer,United States,Tucson,Arizona,85705.0,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,0.004900055396204005
2016-06-12,CA-2016-144806,2016-11-12,Standard Class,GH-14425,Consumer,United States,Tucson,Arizona,85705.0,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",247.104,0.014088945022896222
2016-06-12,CA-2016-143490,,Standard Class,NP-18325,Consumer,United States,San Diego,California,92105.0,West,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,120.15,0.006834179515016348
2016-06-12,CA-2016-144806,2016-11-12,Standard Class,GH-14425,Consumer,United States,Tucson,Arizona,85705.0,West,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,19.92,0.0011065526040501747
2016-06-12,CA-2016-168634,2016-11-12,Standard Class,AF-10870,Consumer,United States,San Francisco,California,94109.0,West,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.78,0.00041281429516930703
2016-06-12,US-2016-149692,2016-12-12,Standard Class,KW-16435,Consumer,United States,Austin,Texas,78745.0,Central,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,2.772,0.0001266329565469524
2016-06-12,CA-2016-148628,2016-11-12,Standard Class,KM-16375,Home Office,United States,Thousand Oaks,California,91360.0,West,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",32.75,0.0018397208497619975
2016-06-12,US-2016-127040,2016-10-12,Standard Class,SG-20605,Consumer,United States,New York City,New York,10009.0,East,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,6.48,0.00033852600838634757
2016-06-12,CA-2016-144806,2016-11-12,Standard Class,GH-14425,Consumer,United States,Tucson,Arizona,85705.0,West,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,198.272,0.011298448391984316
2016-06-12,CA-2016-153752,2016-11-12,Second Class,RO-19780,Consumer,United States,Arlington,Virginia,22204.0,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,173.94,0.009908000242751264
2016-06-12,US-2016-114741,2016-10-12,Standard Class,IL-15100,Consumer,United States,North Las Vegas,Nevada,89031.0,West,OFF-PA-10000048,Office Supplies,Paper,Xerox 20,6.48,0.00033852600838634757
2016-06-12,US-2016-127040,2016-10-12,Standard Class,SG-20605,Consumer,United States,New York City,New York,10009.0,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,41.86,0.0023603103056025823
2016-06-12,CA-2016-156104,2016-08-12,Second Class,NP-18685,Home Office,United States,Indianapolis,Indiana,46203.0,Central,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,999.98,0.05711192056136344
2016-06-12,US-2016-114741,2016-10-12,Standard Class,IL-15100,Consumer,United States,North Las Vegas,Nevada,89031.0,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,0.07573370826441189
2016-06-12,CA-2016-144806,2016-11-12,Standard Class,GH-14425,Consumer,United States,Tucson,Arizona,85705.0,West,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",206.112,0.01174646390612155
2016-07-02,CA-2016-147529,2016-11-02,Standard Class,DK-12835,Corporate,United States,Springfield,Virginia,22153.0,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,12.96,0.000708824545581407
2016-07-02,CA-2016-147529,2016-11-02,Standard Class,DK-12835,Corporate,United States,Springfield,Virginia,22153.0,South,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,311.15,0.0177488431885127
2016-07-03,CA-2016-146255,2016-10-03,First Class,EM-14140,Home Office,United States,Newark,Delaware,19711.0,East,TEC-PH-10001619,Technology,Phones,LG G3,587.97,0.03356767668640411
2016-07-03,CA-2016-146255,2016-10-03,First Class,EM-14140,Home Office,United States,Newark,Delaware,19711.0,East,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,69.28,0.003927221708363158
2016-07-03,CA-2016-146255,2016-10-03,First Class,EM-14140,Home Office,United States,Newark,Delaware,19711.0,East,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",30.44,0.0017077162786322772
2016-07-03,CA-2016-146255,2016-10-03,First Class,EM-14140,Home Office,United States,Newark,Delaware,19711.0,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,119.85,0.00681703606422028
2016-07-04,CA-2016-130554,2016-09-04,First Class,FM-14290,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-AR-10001954,Office Supplies,Art,Newell 331,11.736,0.0006388792663334514
2016-07-04,CA-2016-166492,2016-10-04,First Class,RP-19390,Consumer,United States,New York City,New York,10035.0,East,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,0.001258557867775307
2016-07-04,CA-2016-166492,2016-10-04,First Class,RP-19390,Consumer,United States,New York City,New York,10035.0,East,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,25.92,0.001449421619971526
2016-07-04,CA-2016-140025,2016-11-04,Standard Class,PF-19120,Consumer,United States,San Antonio,Texas,78207.0,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,383.952,0.021909101538030402
2016-07-04,CA-2016-140025,2016-11-04,Standard Class,PF-19120,Consumer,United States,San Antonio,Texas,78207.0,Central,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,463.248,0.026440458452446983
2016-07-05,CA-2016-147879,2016-12-05,Standard Class,CC-12220,Consumer,United States,Owensboro,Kentucky,42301.0,South,OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,45.68,0.0025786035790725096
2016-07-05,CA-2016-137512,2016-12-05,Standard Class,AG-10675,Consumer,United States,Allen,Texas,75002.0,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,244.006,0.01391191032100883
2016-07-05,CA-2016-137512,2016-12-05,Standard Class,AG-10675,Consumer,United States,Allen,Texas,75002.0,Central,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,15.936,0.0008788875774783972
2016-07-06,CA-2016-157343,2016-11-06,Standard Class,HD-14785,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016,0.0004263004764622135
2016-07-06,CA-2016-157343,2016-11-06,Standard Class,HD-14785,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,18.312,0.0010146637077832524
2016-07-06,CA-2016-142041,2016-09-06,Second Class,EM-13810,Corporate,United States,Los Angeles,California,90036.0,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,7.52,0.00039795663781271506
2016-07-06,CA-2016-157343,2016-11-06,Standard Class,HD-14785,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,25.92,0.001449421619971526
2016-07-08,US-2016-124219,2016-08-08,First Class,KW-16570,Consumer,United States,Kirkwood,Missouri,63122.0,Central,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",212.94,0.012136648846240047
2016-07-08,CA-2016-163237,2016-09-08,Second Class,EM-14095,Corporate,United States,Springfield,Virginia,22153.0,South,OFF-LA-10004545,Office Supplies,Labels,Avery 50,25.06,0.0014002770610227987
2016-07-08,US-2016-117492,2016-09-08,First Class,NS-18640,Corporate,United States,Baltimore,Maryland,21215.0,East,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",77.58,0.00440152384705436
2016-07-08,CA-2016-163237,2016-09-08,Second Class,EM-14095,Corporate,United States,Springfield,Virginia,22153.0,South,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",494.97,0.028253206939623167
2016-07-08,US-2016-124219,2016-08-08,First Class,KW-16570,Consumer,United States,Kirkwood,Missouri,63122.0,Central,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",28.4,0.0015911408132190177
2016-07-08,CA-2016-141936,2016-12-08,Standard Class,PN-18775,Home Office,United States,Bakersfield,California,93309.0,West,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,19.152,0.0010626653700122415
2016-07-08,CA-2016-163895,2016-11-08,Standard Class,NS-18640,Corporate,United States,Boise,Idaho,83704.0,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",3.304,0.0001570340092919789
2016-07-08,CA-2016-138331,2016-12-08,Standard Class,JK-15625,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,106.8,0.006071295954591341
2016-07-09,CA-2016-164084,2016-12-09,Standard Class,AG-10525,Corporate,United States,New York City,New York,10011.0,East,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,7.24,0.0003819560837363854
2016-07-09,CA-2016-164084,2016-12-09,Standard Class,AG-10525,Corporate,United States,New York City,New York,10011.0,East,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,481.176,0.027464951072019978
2016-07-09,CA-2016-105599,2016-07-09,Same Day,MC-17275,Consumer,United States,New York City,New York,10011.0,East,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,13.96,0.0007659693815682989
2016-07-09,CA-2016-164084,2016-12-09,Standard Class,AG-10525,Corporate,United States,New York City,New York,10011.0,East,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,70.26,0.003983223647630312
2016-07-09,CA-2016-164084,2016-12-09,Standard Class,AG-10525,Corporate,United States,New York City,New York,10011.0,East,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,90.0,0.0051112627100115575
2016-07-09,CA-2016-102876,,Standard Class,LR-17035,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,9.522,0.0005123605994584727
2016-07-09,CA-2016-102876,,Standard Class,LR-17035,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,791.964,0.04522488035871414
2016-07-09,CA-2016-102876,,Standard Class,LR-17035,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,4.923,0.0002495514987547569
2016-07-09,CA-2016-161445,2016-09-09,Second Class,CC-12610,Corporate,United States,Durham,North Carolina,27707.0,South,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,140.736,0.008010563108642505
2016-07-09,CA-2016-164084,2016-12-09,Standard Class,AG-10525,Corporate,United States,New York City,New York,10011.0,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",6.096,0.0003165823913673811
2016-07-09,CA-2016-105599,2016-07-09,Same Day,MC-17275,Consumer,United States,New York City,New York,10011.0,East,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,27.414,0.0015347960049359424
2016-07-09,CA-2016-140557,2016-11-09,Standard Class,TN-21040,Home Office,United States,New York City,New York,10009.0,East,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,559.93,0.03196533548533166
2016-07-09,CA-2016-110744,2016-12-09,Standard Class,HA-14920,Consumer,United States,Pasadena,California,91104.0,West,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93,0.03836555711586355
2016-07-09,CA-2016-122623,2016-11-09,Standard Class,CC-12145,Consumer,United States,El Paso,Texas,79907.0,Central,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",47.516,0.002683521497944443
2016-07-11,CA-2016-148432,2016-10-11,Second Class,MC-18130,Corporate,United States,Newark,Delaware,19711.0,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,26.18,0.0014642792773281177
2016-07-11,CA-2016-163181,2016-12-11,Standard Class,AB-10105,Consumer,United States,Houston,Texas,77041.0,Central,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,23.64,0.0013191313939214123
2016-07-11,CA-2016-163181,2016-12-11,Standard Class,AB-10105,Consumer,United States,Houston,Texas,77041.0,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",84.784,0.00481319524550393
2016-07-11,CA-2016-105571,2016-11-11,Standard Class,CP-12340,Corporate,United States,Miami,Florida,33142.0,South,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,16.146,0.0008908879930356445
2016-07-11,CA-2016-105571,2016-11-11,Standard Class,CP-12340,Corporate,United States,Miami,Florida,33142.0,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1345.485,0.07685574711901451
2016-07-11,CA-2016-163181,2016-12-11,Standard Class,AB-10105,Consumer,United States,Houston,Texas,77041.0,Central,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,64.96,0.0036803560168997846
2016-07-11,CA-2016-126669,,Standard Class,DO-13645,Consumer,United States,Houston,Texas,77036.0,Central,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,76.64,0.004347807701226682
2016-07-11,CA-2016-163181,2016-12-11,Standard Class,AB-10105,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,32.06,0.0018002909129310421
2016-07-11,CA-2016-134922,2016-11-11,Standard Class,KB-16240,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",24.4,0.00136256146927145
2016-07-11,CA-2016-148432,2016-10-11,Second Class,MC-18130,Corporate,United States,Newark,Delaware,19711.0,East,OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,7.3,0.00038538477389559887
2016-07-11,CA-2016-163181,2016-12-11,Standard Class,AB-10105,Consumer,United States,Houston,Texas,77041.0,Central,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,177.648,0.010119893294590659
2016-07-11,CA-2016-163181,2016-12-11,Standard Class,AB-10105,Consumer,United States,Houston,Texas,77041.0,Central,TEC-MA-10001016,Technology,Machines,Canon PC170 Desktop Personal Copier,287.91,0.016420797200177334
2016-07-11,CA-2016-162887,2016-09-11,Second Class,SV-20785,Consumer,United States,Burlington,Vermont,10024.0,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,715.2,0.04083821416901637
2016-07-11,CA-2016-102848,2016-09-11,Second Class,KB-16240,Corporate,United States,Los Angeles,California,90036.0,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72,0.010866890590611309
2016-07-12,CA-2016-135272,2016-12-12,Standard Class,MS-17830,Consumer,United States,Los Angeles,California,90036.0,West,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,79.92,0.004535242763263688
2016-07-12,CA-2016-134894,2016-11-12,Standard Class,DK-12985,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,152.94,0.008707958687026533
2016-07-12,CA-2016-130736,2016-09-12,First Class,JF-15490,Consumer,United States,Seattle,Washington,98105.0,West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,2.61,0.00011737549311707592
2016-07-12,CA-2016-130736,2016-09-12,First Class,JF-15490,Consumer,United States,Seattle,Washington,98105.0,West,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",3.96,0.00019452102169938
2016-07-12,CA-2016-134894,2016-11-12,Standard Class,DK-12985,Consumer,United States,Henderson,Kentucky,42420.0,South,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,0.016192789304589634
2016-07-12,CA-2016-165050,2016-09-12,First Class,AH-10210,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,6.688,0.00035041213427162104
2016-07-12,US-2016-120957,2016-07-12,Same Day,KH-16690,Corporate,United States,Riverside,California,92503.0,West,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,12.96,0.000708824545581407
2016-07-12,CA-2016-165050,2016-09-12,First Class,AH-10210,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,21.36,0.0011888411678712988
2016-07-12,CA-2016-165050,2016-09-12,First Class,AH-10210,Consumer,United States,New York City,New York,10024.0,East,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,773.94,0.0441949018348864
2016-08-02,US-2016-130491,2016-11-02,First Class,BH-11710,Consumer,United States,Garden City,Kansas,67846.0,Central,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",9.54,0.0005133892065062366
2016-08-02,CA-2016-114923,,Standard Class,LH-17020,Consumer,United States,Columbus,Ohio,43229.0,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,107.982,0.006138841150727848
2016-08-02,US-2016-130491,2016-11-02,First Class,BH-11710,Consumer,United States,Garden City,Kansas,67846.0,Central,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",5.81,0.00030023896827513
2016-08-02,US-2016-130491,2016-11-02,First Class,BH-11710,Consumer,United States,Garden City,Kansas,67846.0,Central,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",5.76,0.0002973817264757854
2016-08-03,CA-2016-105627,2016-12-03,Standard Class,DK-12895,Consumer,United States,Kenosha,Wisconsin,53142.0,Central,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,860.93,0.04916593111738612
2016-08-03,CA-2016-107741,2016-10-03,First Class,FC-14335,Corporate,United States,Pueblo,Colorado,81001.0,West,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",3.408,0.00016297707223461566
2016-08-03,CA-2016-105627,2016-12-03,Standard Class,DK-12895,Consumer,United States,Kenosha,Wisconsin,53142.0,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,769.95,0.0439668939392987
2016-08-03,CA-2016-105627,2016-12-03,Standard Class,DK-12895,Consumer,United States,Kenosha,Wisconsin,53142.0,Central,OFF-AR-10002704,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener,14.98,0.0008242571142749286
2016-08-03,CA-2016-105627,2016-12-03,Standard Class,DK-12895,Consumer,United States,Kenosha,Wisconsin,53142.0,Central,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,373.08,0.021287822881180914
2016-08-03,CA-2016-105627,2016-12-03,Standard Class,DK-12895,Consumer,United States,Kenosha,Wisconsin,53142.0,Central,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",512.94,0.029280099642307617
2016-08-03,CA-2016-160213,,Standard Class,AR-10825,Corporate,United States,Long Beach,New York,11561.0,East,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,19.44,0.0010791230827764664
2016-08-03,CA-2016-132136,2016-12-03,Standard Class,FO-14305,Consumer,United States,Chicago,Illinois,60623.0,Central,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,8.568,0.0004578444259269778
2016-08-05,CA-2016-136798,2016-12-05,Standard Class,DL-12925,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.96,0.0070519013401264055
2016-08-05,CA-2016-136798,2016-12-05,Standard Class,DL-12925,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,TEC-PH-10000441,Technology,Phones,VTech DS6151,377.97,0.021567261129156818
2016-08-05,US-2016-160857,,Standard Class,NW-18400,Consumer,United States,New York City,New York,10024.0,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,79.44,0.0045078132419899795
2016-08-05,CA-2016-113971,,Standard Class,CB-12535,Corporate,United States,Cuyahoga Falls,Ohio,44221.0,East,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",8.352,0.0004455011413538092
2016-08-05,US-2016-160857,,Standard Class,NW-18400,Consumer,United States,New York City,New York,10024.0,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",127.764,0.007269280296220542
2016-08-05,US-2016-160857,,Standard Class,NW-18400,Consumer,United States,New York City,New York,10024.0,East,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93,0.020422078615979503
2016-08-05,US-2016-160857,,Standard Class,NW-18400,Consumer,United States,New York City,New York,10024.0,East,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,2799.944,0.1599705681236733
2016-08-05,CA-2016-136798,2016-12-05,Standard Class,DL-12925,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,43.98,0.002481457357894793
2016-08-05,US-2016-160857,,Standard Class,NW-18400,Consumer,United States,New York City,New York,10024.0,East,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,19.44,0.0010791230827764664
2016-08-05,CA-2016-142055,2016-10-05,First Class,AB-10255,Home Office,United States,New York City,New York,10009.0,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,37.94,0.002136302548533966
2016-08-05,CA-2016-109939,2016-12-05,Standard Class,AA-10375,Consumer,United States,Salem,Oregon,97301.0,West,OFF-AR-10000127,Office Supplies,Art,Newell 321,5.248,0.00026812357045049673
2016-08-06,CA-2016-164007,2016-12-06,Standard Class,MG-17695,Consumer,United States,Chicago,Illinois,60610.0,Central,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,2.376,0.00010400360149614323
2016-08-06,CA-2016-164007,2016-12-06,Standard Class,MG-17695,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,143.128,0.00814725355632315
2016-08-07,CA-2016-129392,2016-08-07,Same Day,DM-13015,Consumer,United States,Houston,Texas,77070.0,Central,OFF-PA-10004248,Office Supplies,Paper,Xerox 1990,21.12,0.0011751264072344448
2016-08-08,CA-2016-168564,2016-08-08,Same Day,TT-21220,Consumer,United States,San Francisco,California,94109.0,West,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,7.28,0.0003842418771758611
2016-08-08,CA-2016-168564,2016-08-08,Same Day,TT-21220,Consumer,United States,San Francisco,California,94109.0,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,144.784,0.008241885404717443
2016-08-08,CA-2016-168564,2016-08-08,Same Day,TT-21220,Consumer,United States,San Francisco,California,94109.0,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",6.608,0.0003458405473926697
2016-08-08,CA-2016-129322,2016-10-08,Second Class,DB-13405,Consumer,United States,Lawrence,Massachusetts,1841.0,East,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",113.92,0.0064781671868180115
2016-08-08,CA-2016-129322,2016-10-08,Second Class,DB-13405,Consumer,United States,Lawrence,Massachusetts,1841.0,East,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,447.86,0.02556111371628069
2016-08-08,CA-2016-129322,2016-10-08,Second Class,DB-13405,Consumer,United States,Lawrence,Massachusetts,1841.0,East,OFF-AR-10004587,Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",39.66,0.00223459166643142
2016-08-09,CA-2016-151624,,Standard Class,VW-21775,Corporate,United States,Montgomery,Alabama,36116.0,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,21.36,0.0011888411678712988
